,wi_acc,ac_acc,wi_tout,ac_tout,wi_RT,ac_RT
9,1.0,1.0,0.0,0.0,859.0216636663332,1042.9076194778
10,1.0,0.8,0.0,0.0,1299.7486591333334,1153.0097126975
11,0.6666666666666666,1.0,0.0,0.0,1129.8910379405002,1480.2989959719998
12,1.0,1.0,0.0,0.0,1394.8705991133331,1876.3807773600001
13,1.0,0.6,0.0,0.0,799.71241951,1024.5540142043333
14,1.0,1.0,0.0,0.0,1991.2737210599998,1919.38319206
15,0.6666666666666666,1.0,0.0,0.0,705.260515213,980.2674770348
16,1.0,0.6,0.0,0.4,1886.21179263,1724.2647012066666
17,0.6666666666666666,1.0,0.0,0.0,1181.47742748,1346.5031623835998
